unidad_academica,id_estudiante,carrera,regular,cnt_readmisiones,calidad,anio_plan_estudios,fecha_ingreso,total_actividades
ESCINFO,ESCINFO-6612,PA,S,2.0,A,2015,27/11/2020,30
ESCINFO,ESCINFO-5011,PE,S,1.0,A,2020,27/03/2020,15
ESCINFO,ESCINFO-7156,PA,N,1.0,P,2015,02/04/2020,30
ESCINFO,ESCINFO-5042,PB,S,1.0,A,2017,28/04/2020,25
ESCINFO,ESCINFO-6775,PA,N,2.0,P,2015,12/05/2020,30
ESCINFO,ESCINFO-7245,PA,S,1.0,P,2015,30/03/2020,30
ESCINFO,ESCINFO-6719,PA,S,0.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-6860,PB,N,2.0,P,2017,12/10/2020,25
ESCINFO,ESCINFO-6606,PB,S,2.0,A,2017,27/11/2020,25
ESCINFO,ESCINFO-6668,PA,N,1.0,A,2015,12/02/2020,30
ESCINFO,ESCINFO-6927,PA,N,2.0,A,2015,12/12/2020,30
ESCINFO,ESCINFO-7241,PD,S,2.0,A,2019,25/03/2020,40
ESCINFO,ESCINFO-7240,PD,N,1.0,P,2019,25/03/2020,40
ESCINFO,ESCINFO-6805,PE,N,1.0,P,2020,12/09/2020,15
ESCINFO,ESCINFO-6730,PA,S,2.0,P,2015,12/04/2020,30
ESCINFO,ESCINFO-6838,PB,S,2.0,A,2017,12/10/2020,25
ESCINFO,ESCINFO-6816,PA,S,2.0,A,2015,12/09/2020,30
ESCINFO,ESCINFO-6569,PA,N,0.0,A,2015,26/11/2020,30
ESCINFO,ESCINFO-6587,PA,S,1.0,P,2015,26/11/2020,30
ESCINFO,ESCINFO-6781,PA,N,0.0,A,2015,12/05/2020,30
ESCINFO,ESCINFO-7028,PA,S,0.0,A,2015,17/12/2020,30
ESCINFO,ESCINFO-6636,PB,S,1.0,A,2017,12/01/2020,25
ESCINFO,ESCINFO-6643,PC,N,1.0,P,2019,12/01/2020,28
ESCINFO,ESCINFO-6566,PA,S,2.0,P,2015,25/11/2020,30
ESCINFO,ESCINFO-6515,PA,S,1.0,P,2015,24/11/2020,30
ESCINFO,ESCINFO-7121,PD,S,1.0,P,2019,02/02/2020,40
ESCINFO,ESCINFO-6902,PD,S,0.0,P,2019,12/11/2020,40
ESCINFO,ESCINFO-6663,PA,N,1.0,P,2015,12/02/2020,30
ESCINFO,ESCINFO-6680,PE,N,0.0,A,2020,12/02/2020,15
ESCINFO,ESCINFO-7038,PA,N,1.0,P,2015,17/12/2020,30
ESCINFO,ESCINFO-7029,PA,S,1.0,P,2015,17/12/2020,30
ESCINFO,ESCINFO-6746,PB,N,1.0,P,2017,12/04/2020,25
ESCINFO,ESCINFO-6518,PA,N,1.0,P,2015,24/11/2020,30
ESCINFO,ESCINFO-6629,PA,S,0.0,P,2015,12/01/2020,30
ESCINFO,ESCINFO-6645,PA,S,0.0,A,2015,12/01/2020,30
ESCINFO,ESCINFO-6903,PD,N,1.0,A,2019,12/11/2020,40
ESCINFO,ESCINFO-6742,PA,S,1.0,P,2015,12/04/2020,30
ESCINFO,ESCINFO-6765,PC,N,0.0,A,2019,12/05/2020,28
ESCINFO,ESCINFO-6979,PD,S,1.0,A,2019,15/12/2020,40
ESCINFO,ESCINFO-7247,PB,S,1.0,P,2017,30/03/2020,25
ESCINFO,ESCINFO-7246,PA,N,0.0,P,2015,30/03/2020,30
ESCINFO,ESCINFO-6649,PD,S,0.0,A,2019,12/01/2020,40
ESCINFO,ESCINFO-6839,PB,N,1.0,P,2017,12/10/2020,25
ESCINFO,ESCINFO-6683,PA,S,1.0,A,2015,12/02/2020,30
ESCINFO,ESCINFO-6802,PB,S,2.0,P,2017,12/09/2020,25
ESCINFO,ESCINFO-6653,PA,N,1.0,P,2015,12/01/2020,30
ESCINFO,ESCINFO-6978,PA,S,0.0,A,2015,15/12/2020,30
ESCINFO,ESCINFO-6787,PA,S,1.0,A,2015,12/05/2020,30
ESCINFO,ESCINFO-6847,PD,S,0.0,P,2019,12/10/2020,40
ESCINFO,ESCINFO-6747,PA,S,1.0,P,2015,12/04/2020,30
ESCINFO,ESCINFO-7170,PA,S,0.0,P,2015,02/06/2020,30
ESCINFO,ESCINFO-6841,PA,S,0.0,P,2015,12/10/2020,30
ESCINFO,ESCINFO-6631,PA,N,1.0,A,2015,12/01/2020,30
ESCINFO,ESCINFO-6997,PA,N,1.0,P,2015,15/12/2020,30
ESCINFO,ESCINFO-6671,PD,S,0.0,A,2019,12/02/2020,40
ESCINFO,ESCINFO-7232,PA,N,1.0,P,2015,23/03/2020,30
ESCINFO,ESCINFO-7235,PB,S,0.0,A,2017,23/03/2020,25
ESCINFO,ESCINFO-6918,PA,S,0.0,P,2015,12/12/2020,30
ESCINFO,ESCINFO-7076,PA,S,2.0,P,2015,19/12/2020,30
ESCINFO,ESCINFO-7227,PA,N,0.0,A,2015,03/09/2020,30
ESCINFO,ESCINFO-7233,PC,S,2.0,A,2019,23/03/2020,28
ESCINFO,ESCINFO-6592,PA,S,0.0,A,2015,27/11/2020,30
ESCINFO,ESCINFO-6623,PC,N,1.0,A,2019,28/11/2020,28
ESCINFO,ESCINFO-6948,PD,S,0.0,A,2019,04/01/2020,40
ESCINFO,ESCINFO-6909,PA,S,2.0,P,2015,12/12/2020,30
ESCINFO,ESCINFO-7163,PA,S,0.0,P,2015,02/05/2020,30
ESCINFO,ESCINFO-6696,PA,S,2.0,P,2015,12/02/2020,30
ESCINFO,ESCINFO-6573,PA,S,1.0,P,2015,26/11/2020,30
ESCINFO,ESCINFO-2385,PC,N,1.0,P,2019,04/01/2020,28
ESCINFO,ESCINFO-6785,PA,S,1.0,P,2015,12/05/2020,30
ESCINFO,ESCINFO-4931,PA,N,2.0,P,2015,24/04/2020,30
ESCINFO,ESCINFO-4936,PA,N,0.0,A,2015,24/04/2020,30
ESCINFO,ESCINFO-3311,PA,N,2.0,P,2015,12/02/2018,30
ESCINFO,ESCINFO-6496,PA,N,1.0,A,2015,24/11/2020,30
ESCINFO,ESCINFO-6615,PA,N,2.0,A,2015,28/11/2020,30
ESCINFO,ESCINFO-6498,PA,S,1.0,P,2015,24/11/2020,30
ESCINFO,ESCINFO-6718,PA,S,0.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-6871,PA,S,0.0,P,2015,12/11/2020,30
ESCINFO,ESCINFO-6641,PA,N,1.0,A,2015,12/01/2020,30
ESCINFO,ESCINFO-6793,PD,S,1.0,P,2019,12/09/2020,40
ESCINFO,ESCINFO-7175,PA,N,0.0,P,2015,02/06/2020,30
ESCINFO,ESCINFO-6812,PA,N,2.0,A,2015,12/09/2020,30
ESCINFO,ESCINFO-7122,PA,S,1.0,P,2015,02/02/2020,30
ESCINFO,ESCINFO-7097,PE,S,0.0,A,2020,22/12/2020,15
ESCINFO,ESCINFO-6769,PC,N,2.0,P,2019,12/05/2020,28
ESCINFO,ESCINFO-6986,PA,N,1.0,P,2015,15/12/2020,30
ESCINFO,ESCINFO-6557,PA,N,0.0,A,2015,25/11/2020,30
ESCINFO,ESCINFO-6607,PA,S,2.0,A,2015,27/11/2020,30
ESCINFO,ESCINFO-7250,PA,S,0.0,A,2015,04/01/2020,30
ESCINFO,ESCINFO-6715,PA,S,1.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-6879,PB,N,1.0,A,2017,12/11/2020,25
ESCINFO,ESCINFO-6586,PA,S,1.0,P,2015,12/05/2020,30
ESCINFO,ESCINFO-7159,PA,N,2.0,P,2015,04/01/2020,30
ESCINFO,ESCINFO-6494,PB,N,1.0,A,2017,24/11/2020,25
ESCINFO,ESCINFO-6735,PD,S,2.0,A,2019,12/04/2020,40
ESCINFO,ESCINFO-6666,PC,S,1.0,A,2019,12/02/2020,28
ESCINFO,ESCINFO-7167,PC,N,2.0,P,2019,02/05/2020,28
ESCINFO,ESCINFO-6591,PC,N,1.0,A,2019,27/11/2020,28
ESCINFO,ESCINFO-6540,PB,S,1.0,A,2017,24/11/2020,25
ESCINFO,ESCINFO-7222,PB,S,2.0,P,2017,18/02/2020,25
ESCINFO,ESCINFO-6919,PC,N,2.0,P,2019,12/12/2020,28
ESCINFO,ESCINFO-6953,PC,N,1.0,P,2019,12/12/2020,28
ESCINFO,ESCINFO-6766,PC,N,0.0,P,2019,12/05/2020,28
ESCINFO,ESCINFO-6865,PD,N,0.0,P,2019,12/10/2020,40
ESCINFO,ESCINFO-6006,PC,N,2.0,P,2019,02/06/2020,28
ESCINFO,ESCINFO-7171,PA,N,0.0,P,2015,02/06/2020,30
ESCINFO,ESCINFO-6690,PC,N,1.0,A,2019,12/02/2020,28
ESCINFO,ESCINFO-5918,PA,N,2.0,P,2015,25/11/2020,30
ESCINFO,ESCINFO-6595,PA,S,1.0,A,2015,27/11/2020,30
ESCINFO,ESCINFO-6971,PA,N,1.0,P,2015,15/12/2020,30
ESCINFO,ESCINFO-6815,PC,N,1.0,P,2019,12/09/2020,28
ESCINFO,ESCINFO-6564,PB,S,2.0,P,2017,25/11/2020,25
ESCINFO,ESCINFO-7127,PA,S,1.0,A,2015,02/02/2020,30
ESCINFO,ESCINFO-6943,PA,S,1.0,P,2015,12/12/2020,30
ESCINFO,ESCINFO-6736,PA,N,2.0,A,2015,12/04/2020,30
ESCINFO,ESCINFO-6697,PA,N,1.0,P,2015,12/03/2020,30
ESCINFO,ESCINFO-6737,PA,S,1.0,P,2015,12/04/2020,30
ESCINFO,ESCINFO-6866,PA,N,1.0,P,2015,12/10/2020,30
ESCINFO,ESCINFO-6912,PA,S,1.0,P,2015,12/12/2020,30
ESCINFO,ESCINFO-6749,PA,N,1.0,A,2015,12/04/2020,30
ESCINFO,ESCINFO-7055,PA,S,1.0,P,2015,18/12/2020,30
ESCINFO,ESCINFO-7154,PA,N,0.0,A,2015,02/04/2020,30
ESCINFO,ESCINFO-6991,PA,N,1.0,A,2015,15/12/2020,30
ESCINFO,ESCINFO-6652,PA,N,1.0,P,2015,12/01/2020,30
ESCINFO,ESCINFO-6528,PA,S,1.0,A,2015,24/11/2020,30
ESCINFO,ESCINFO-6553,PA,S,1.0,A,2015,25/11/2020,30
ESCINFO,ESCINFO-6685,PA,S,2.0,A,2015,12/02/2020,30
ESCINFO,ESCINFO-6497,PC,N,2.0,P,2019,24/11/2020,28
ESCINFO,ESCINFO-6534,PC,N,1.0,P,2019,24/11/2020,28
ESCINFO,ESCINFO-6288,PB,S,0.0,A,2017,17/03/2020,25
ESCINFO,ESCINFO-6676,PA,S,0.0,P,2015,12/02/2020,30
ESCINFO,ESCINFO-6724,PA,N,2.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-6893,PD,N,1.0,P,2019,12/11/2020,40
ESCINFO,ESCINFO-6796,PC,S,2.0,P,2019,12/09/2020,28
ESCINFO,ESCINFO-6942,PC,N,2.0,A,2019,12/12/2020,28
ESCINFO,ESCINFO-6616,PA,N,1.0,P,2015,28/11/2020,30
ESCINFO,ESCINFO-6482,PA,S,1.0,P,2015,04/06/2020,30
ESCINFO,ESCINFO-6624,PB,S,1.0,P,2017,28/11/2020,25
ESCINFO,ESCINFO-6583,PA,S,1.0,A,2015,26/11/2020,30
ESCINFO,ESCINFO-6710,PA,N,1.0,A,2015,04/06/2020,30
ESCINFO,ESCINFO-7005,PC,S,0.0,A,2019,16/12/2020,28
ESCINFO,ESCINFO-6734,PE,S,0.0,P,2020,04/06/2020,15
ESCINFO,ESCINFO-6567,PB,N,2.0,A,2017,25/11/2020,25
ESCINFO,ESCINFO-6851,PA,N,0.0,P,2015,12/10/2020,30
ESCINFO,ESCINFO-7118,PB,S,0.0,A,2017,02/02/2020,25
ESCINFO,ESCINFO-6784,PB,S,1.0,P,2017,12/05/2020,25
ESCINFO,ESCINFO-5972,PC,S,2.0,P,2019,04/01/2020,28
ESCINFO,ESCINFO-6764,PA,N,0.0,A,2015,12/05/2020,30
ESCINFO,ESCINFO-7024,PA,N,1.0,P,2015,04/06/2020,30
ESCINFO,ESCINFO-7252,PD,S,0.0,A,2019,04/06/2020,40
ESCINFO,ESCINFO-6803,PA,S,1.0,A,2015,12/09/2020,30
ESCINFO,ESCINFO-7017,PA,N,1.0,P,2015,16/12/2020,30
ESCINFO,ESCINFO-6579,PA,S,0.0,P,2015,26/11/2020,30
ESCINFO,ESCINFO-7010,PA,S,1.0,P,2015,16/12/2020,30
ESCINFO,ESCINFO-6849,PD,N,2.0,P,2019,12/10/2020,40
ESCINFO,ESCINFO-7253,PA,N,1.0,P,2015,04/06/2020,30
ESCINFO,ESCINFO-6798,PA,S,0.0,A,2015,12/09/2020,30
ESCINFO,ESCINFO-6695,PA,S,0.0,A,2015,12/02/2020,30
ESCINFO,ESCINFO-7254,PD,N,0.0,A,2019,04/06/2020,40
ESCINFO,ESCINFO-6932,PD,S,2.0,P,2019,12/12/2020,40
ESCINFO,ESCINFO-7255,PA,N,2.0,A,2015,04/06/2020,30
ESCINFO,ESCINFO-7041,PB,N,1.0,A,2017,18/12/2020,25
ESCINFO,ESCINFO-6770,PA,S,1.0,P,2015,12/05/2020,30
ESCINFO,ESCINFO-6654,PC,N,2.0,A,2019,12/01/2020,28
ESCINFO,ESCINFO-6619,PA,S,1.0,A,2015,28/11/2020,30
ESCINFO,ESCINFO-6876,PA,N,1.0,A,2015,12/11/2020,30
ESCINFO,ESCINFO-6931,PD,N,2.0,P,2019,04/06/2020,40
ESCINFO,ESCINFO-6729,PE,S,1.0,A,2020,12/04/2020,15
ESCINFO,ESCINFO-6824,PA,S,1.0,A,2015,12/09/2020,30
ESCINFO,ESCINFO-6609,PA,S,1.0,A,2015,27/11/2020,30
ESCINFO,ESCINFO-6657,PD,S,1.0,A,2019,12/01/2020,40
ESCINFO,ESCINFO-7174,PD,N,0.0,P,2019,02/06/2020,40
ESCINFO,ESCINFO-6602,PC,N,2.0,P,2019,27/11/2020,28
ESCINFO,ESCINFO-6173,PB,S,2.0,P,2017,04/06/2020,25
ESCINFO,ESCINFO-6911,PA,S,0.0,P,2015,12/12/2020,30
ESCINFO,ESCINFO-7256,PA,S,1.0,P,2015,04/07/2020,30
ESCINFO,ESCINFO-6705,PC,S,2.0,A,2019,12/03/2020,28
ESCINFO,ESCINFO-7031,PD,N,0.0,P,2019,17/12/2020,40
ESCINFO,ESCINFO-6511,PA,S,2.0,A,2015,24/11/2020,30
ESCINFO,ESCINFO-6245,PB,S,0.0,P,2017,12/02/2020,25
ESCINFO,ESCINFO-7213,PB,N,1.0,P,2017,02/10/2020,25
ESCINFO,ESCINFO-6516,PA,S,1.0,A,2015,24/11/2020,30
ESCINFO,ESCINFO-7113,PA,N,1.0,P,2015,02/02/2020,30
ESCINFO,ESCINFO-6890,PA,N,0.0,P,2015,12/11/2020,30
ESCINFO,ESCINFO-6939,PD,S,1.0,A,2019,04/07/2020,40
ESCINFO,ESCINFO-6673,PA,N,0.0,A,2015,12/02/2020,30
ESCINFO,ESCINFO-6780,PD,S,0.0,A,2019,12/05/2020,40
ESCINFO,ESCINFO-7143,PA,S,2.0,A,2015,02/03/2020,30
ESCINFO,ESCINFO-6958,PD,N,0.0,P,2019,12/12/2020,40
ESCINFO,ESCINFO-6955,PA,S,1.0,A,2015,13/04/2020,30
ESCINFO,ESCINFO-6687,PA,N,1.0,P,2015,12/02/2020,30
ESCINFO,ESCINFO-6717,PA,S,1.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-6961,PA,S,2.0,A,2015,02/06/2020,30
ESCINFO,ESCINFO-6620,PA,S,2.0,A,2015,13/04/2020,30
ESCINFO,ESCINFO-5878,PA,S,2.0,A,2015,13/04/2020,30
ESCINFO,ESCINFO-6501,PA,N,1.0,P,2015,24/11/2020,30
ESCINFO,ESCINFO-6810,PD,S,0.0,A,2019,12/09/2020,40
ESCINFO,ESCINFO-4371,PA,S,2.0,A,2015,19/12/2020,30
ESCINFO,ESCINFO-7259,PC,S,2.0,P,2019,13/04/2020,28
ESCINFO,ESCINFO-6814,PA,N,1.0,A,2015,13/04/2020,30
ESCINFO,ESCINFO-4994,PA,S,1.0,A,2015,13/04/2020,30
ESCINFO,ESCINFO-6682,PB,N,1.0,P,2017,12/02/2020,25
ESCINFO,ESCINFO-6844,PB,S,2.0,A,2017,12/10/2020,25
ESCINFO,ESCINFO-6852,PC,N,2.0,A,2019,12/10/2020,28
ESCINFO,ESCINFO-6881,PC,S,1.0,A,2019,12/11/2020,28
ESCINFO,ESCINFO-6776,PA,N,1.0,A,2015,13/04/2020,30
ESCINFO,ESCINFO-6861,PA,S,2.0,A,2015,12/10/2020,30
ESCINFO,ESCINFO-7178,PE,S,1.0,A,2020,02/09/2020,15
ESCINFO,ESCINFO-6862,PC,N,1.0,P,2019,12/10/2020,28
ESCINFO,ESCINFO-7032,PD,N,1.0,P,2019,17/12/2020,40
ESCINFO,ESCINFO-6675,PA,S,2.0,A,2015,12/02/2020,30
ESCINFO,ESCINFO-6565,PA,S,1.0,A,2015,13/04/2020,30
ESCINFO,ESCINFO-7148,PC,S,1.0,A,2019,02/03/2020,28
ESCINFO,ESCINFO-6973,PC,S,1.0,A,2019,15/12/2020,28
ESCINFO,ESCINFO-6850,PC,N,1.0,A,2019,12/10/2020,28
ESCINFO,ESCINFO-6864,PA,S,1.0,P,2015,13/04/2020,30
ESCINFO,ESCINFO-7220,PA,N,1.0,P,2015,18/02/2020,30
ESCINFO,ESCINFO-7114,PA,N,1.0,A,2015,02/02/2020,30
ESCINFO,ESCINFO-4242,PB,S,1.0,A,2017,04/04/2020,25
ESCINFO,ESCINFO-6845,PA,S,1.0,A,2015,12/10/2020,30
ESCINFO,ESCINFO-6833,PA,S,1.0,P,2015,12/10/2020,30
ESCINFO,ESCINFO-7081,PA,S,1.0,A,2015,19/12/2020,30
ESCINFO,ESCINFO-6570,PE,N,0.0,P,2020,26/11/2020,15
ESCINFO,ESCINFO-6604,PA,N,0.0,P,2015,27/11/2020,30
ESCINFO,ESCINFO-6937,PA,S,2.0,P,2015,12/12/2020,30
ESCINFO,ESCINFO-6797,PA,N,2.0,P,2015,14/04/2020,30
ESCINFO,ESCINFO-7008,PB,N,0.0,A,2017,16/12/2020,25
ESCINFO,ESCINFO-7155,PB,S,1.0,A,2017,02/04/2020,25
ESCINFO,ESCINFO-6856,PB,S,1.0,A,2017,12/10/2020,25
ESCINFO,ESCINFO-6714,PE,S,1.0,A,2020,12/03/2020,15
ESCINFO,ESCINFO-6580,PA,N,1.0,A,2015,26/11/2020,30
ESCINFO,ESCINFO-6597,PD,S,0.0,A,2019,27/11/2020,40
ESCINFO,ESCINFO-7179,PA,S,0.0,A,2015,02/06/2020,30
ESCINFO,ESCINFO-6763,PA,N,0.0,P,2015,12/05/2020,30
ESCINFO,ESCINFO-6635,PA,S,0.0,A,2015,14/04/2020,30
ESCINFO,ESCINFO-6594,PA,S,2.0,A,2015,27/11/2020,30
ESCINFO,ESCINFO-7069,PA,S,2.0,P,2015,18/12/2020,30
ESCINFO,ESCINFO-6778,PC,S,2.0,P,2019,12/05/2020,28
ESCINFO,ESCINFO-6706,PC,S,2.0,A,2019,12/03/2020,28
ESCINFO,ESCINFO-6767,PC,N,1.0,P,2019,12/05/2020,28
ESCINFO,ESCINFO-6521,PD,S,1.0,A,2019,24/11/2020,40
ESCINFO,ESCINFO-7164,PA,S,0.0,A,2015,14/04/2020,30
ESCINFO,ESCINFO-6985,PA,S,1.0,A,2015,14/04/2020,30
ESCINFO,ESCINFO-7061,PB,S,2.0,A,2017,18/12/2020,25
ESCINFO,ESCINFO-7060,PB,S,1.0,A,2017,18/12/2020,25
ESCINFO,ESCINFO-6795,PC,N,2.0,P,2019,12/09/2020,28
ESCINFO,ESCINFO-7080,PB,S,1.0,P,2017,19/12/2020,25
ESCINFO,ESCINFO-7040,PA,S,2.0,A,2015,18/12/2020,30
ESCINFO,ESCINFO-7215,PA,S,2.0,A,2015,02/10/2020,30
ESCINFO,ESCINFO-6508,PA,S,1.0,P,2015,24/11/2020,30
ESCINFO,ESCINFO-6930,PC,S,1.0,P,2019,12/12/2020,28
ESCINFO,ESCINFO-6828,PD,N,0.0,A,2019,12/09/2020,40
ESCINFO,ESCINFO-6790,PE,N,2.0,A,2020,12/09/2020,15
ESCINFO,ESCINFO-6837,PD,N,0.0,A,2019,12/10/2020,40
ESCINFO,ESCINFO-6661,PA,S,1.0,A,2015,12/01/2020,30
ESCINFO,ESCINFO-6949,PA,S,1.0,A,2015,12/12/2020,30
ESCINFO,ESCINFO-6789,PA,S,0.0,A,2015,12/09/2020,30
ESCINFO,ESCINFO-6725,PA,N,1.0,P,2015,15/04/2020,30
ESCINFO,ESCINFO-6897,PA,S,2.0,A,2015,12/11/2020,30
ESCINFO,ESCINFO-6510,PB,S,0.0,A,2017,24/11/2020,25
ESCINFO,ESCINFO-7262,PA,S,1.0,A,2015,15/04/2020,30
ESCINFO,ESCINFO-7051,PA,N,2.0,P,2015,15/04/2020,30
ESCINFO,ESCINFO-6613,PA,N,1.0,P,2015,15/04/2020,30
ESCINFO,ESCINFO-7158,PA,S,0.0,A,2015,13/04/2020,30
ESCINFO,ESCINFO-6992,PE,S,1.0,A,2020,12/12/2020,15
ESCINFO,ESCINFO-7263,PE,N,1.0,P,2020,12/12/2020,15
ESCINFO,ESCINFO-6972,PC,S,1.0,P,2019,12/12/2020,28
ESCINFO,ESCINFO-6993,PE,N,1.0,P,2020,15/12/2020,15
ESCINFO,ESCINFO-7142,PA,S,1.0,A,2015,02/03/2020,30
ESCINFO,ESCINFO-6679,PD,S,2.0,A,2019,12/02/2020,40
ESCINFO,ESCINFO-6732,PA,N,1.0,A,2015,12/04/2020,30
ESCINFO,ESCINFO-6885,PA,N,1.0,A,2015,17/04/2020,30
ESCINFO,ESCINFO-6681,PD,N,1.0,A,2019,12/02/2020,40
ESCINFO,ESCINFO-6995,PA,N,2.0,A,2015,17/04/2020,30
ESCINFO,ESCINFO-6596,PC,S,2.0,A,2019,27/11/2020,28
ESCINFO,ESCINFO-6987,PD,N,1.0,A,2019,15/12/2020,40
ESCINFO,ESCINFO-6740,PA,S,2.0,A,2015,12/04/2020,30
ESCINFO,ESCINFO-6632,PA,S,0.0,A,2015,12/01/2020,30
ESCINFO,ESCINFO-7119,PA,S,1.0,A,2015,04/07/2020,30
ESCINFO,ESCINFO-7173,PA,S,1.0,A,2015,20/04/2020,30
ESCINFO,ESCINFO-6840,PB,S,1.0,A,2017,12/10/2020,25
ESCINFO,ESCINFO-6772,PA,S,2.0,A,2015,13/04/2020,30
ESCINFO,ESCINFO-6801,PA,N,0.0,A,2015,12/09/2020,30
ESCINFO,ESCINFO-6145,PE,N,2.0,P,2020,26/03/2020,15
ESCINFO,ESCINFO-7126,PA,S,1.0,A,2015,02/02/2020,30
ESCINFO,ESCINFO-6634,PB,S,1.0,A,2017,12/01/2020,25
ESCINFO,ESCINFO-6977,PA,S,2.0,A,2015,15/12/2020,30
ESCINFO,ESCINFO-6744,PC,N,2.0,P,2019,12/04/2020,28
ESCINFO,ESCINFO-7217,PC,N,1.0,P,2019,13/02/2020,28
ESCINFO,ESCINFO-3777,PD,N,1.0,P,2019,23/04/2020,40
ESCINFO,ESCINFO-6547,PA,S,2.0,A,2015,23/04/2020,30
ESCINFO,ESCINFO-5420,PB,S,0.0,A,2017,12/12/2020,25
ESCINFO,ESCINFO-5195,PA,S,2.0,A,2015,20/04/2020,30
ESCINFO,ESCINFO-5332,PA,N,1.0,A,2015,23/04/2020,30
ESCINFO,ESCINFO-5542,PA,N,2.0,P,2015,23/04/2020,30
ESCINFO,ESCINFO-5178,PB,S,1.0,A,2017,12/01/2020,25
ESCINFO,ESCINFO-5556,PB,S,1.0,P,2017,14/12/2020,25
ESCINFO,ESCINFO-5647,PB,N,2.0,P,2017,30/01/2020,25
ESCINFO,ESCINFO-5660,PB,S,1.0,A,2017,30/01/2020,25
ESCINFO,ESCINFO-5741,PB,N,1.0,P,2017,02/06/2020,25
ESCINFO,ESCINFO-1294,PB,S,1.0,A,2017,15/05/2018,25
ESCINFO,ESCINFO-1367,PB,N,1.0,A,2017,15/05/2018,25
ESCINFO,ESCINFO-5467,PB,S,0.0,A,2017,13/12/2020,25
ESCINFO,ESCINFO-5498,PB,S,0.0,P,2017,13/12/2020,25
ESCINFO,ESCINFO-5679,PB,S,0.0,A,2017,31/01/2020,25
ESCINFO,ESCINFO-5193,PC,N,0.0,A,2019,12/04/2020,28
ESCINFO,ESCINFO-5199,PC,S,1.0,A,2019,12/04/2020,28
ESCINFO,ESCINFO-5424,PC,S,1.0,A,2019,12/12/2020,28
ESCINFO,ESCINFO-5489,PC,N,1.0,P,2019,13/12/2020,28
ESCINFO,ESCINFO-5536,PC,S,0.0,A,2019,14/12/2020,28
ESCINFO,ESCINFO-5717,PC,N,0.0,P,2019,02/02/2020,28
ESCINFO,ESCINFO-5058,PC,N,1.0,A,2019,05/03/2020,28
ESCINFO,ESCINFO-5658,PD,N,0.0,A,2019,20/04/2020,40
ESCINFO,ESCINFO-5703,PD,N,1.0,A,2019,24/04/2020,40
ESCINFO,ESCINFO-4996,PE,N,0.0,P,2020,14/05/2020,15
ESCINFO,ESCINFO-5812,PE,S,1.0,P,2020,09/05/2020,15
ESCINFO,ESCINFO-2270,PE,S,1.0,A,2020,16/08/2020,15
ESCINFO,ESCINFO-877,PE,S,1.0,A,2020,27/02/2020,15
ESCINFO,ESCINFO-5416,PA,S,2.0,A,2015,12/12/2020,30
ESCINFO,ESCINFO-2546,PA,N,2.0,P,2015,16/12/2018,30
ESCINFO,ESCINFO-5168,PA,S,1.0,A,2015,12/01/2020,30
ESCINFO,ESCINFO-5334,PA,N,1.0,A,2015,12/11/2020,30
ESCINFO,ESCINFO-5412,PA,N,1.0,A,2015,12/12/2020,30
ESCINFO,ESCINFO-5635,PA,N,0.0,P,2015,26/12/2020,30
ESCINFO,ESCINFO-5609,PA,N,1.0,A,2015,15/12/2020,30
ESCINFO,ESCINFO-5603,PA,N,1.0,P,2015,15/12/2020,30
ESCINFO,ESCINFO-5719,PA,S,1.0,A,2015,02/02/2020,30
ESCINFO,ESCINFO-5863,PA,S,0.0,P,2015,03/01/2018,30
ESCINFO,ESCINFO-5352,PA,N,1.0,A,2015,12/11/2020,30
ESCINFO,ESCINFO-5688,PA,N,0.0,A,2015,02/01/2020,30
ESCINFO,ESCINFO-5723,PA,N,1.0,A,2015,02/02/2020,30
ESCINFO,ESCINFO-5152,PA,N,0.0,P,2015,12/01/2020,30
ESCINFO,ESCINFO-5722,PA,S,1.0,A,2015,02/02/2020,30
ESCINFO,ESCINFO-5559,PA,N,1.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-5742,PA,S,1.0,P,2015,02/06/2020,30
ESCINFO,ESCINFO-5704,PA,N,2.0,A,2015,02/01/2020,30
ESCINFO,ESCINFO-5705,PA,S,1.0,A,2015,02/01/2020,30
ESCINFO,ESCINFO-5211,PA,N,1.0,A,2015,12/04/2020,30
ESCINFO,ESCINFO-5518,PA,N,1.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-5782,PA,S,1.0,P,2015,04/12/2020,30
ESCINFO,ESCINFO-5305,PA,S,1.0,P,2015,12/07/2020,30
ESCINFO,ESCINFO-5593,PA,N,2.0,P,2015,15/12/2020,30
ESCINFO,ESCINFO-826,PB,N,1.0,A,2017,05/12/2020,25
ESCINFO,ESCINFO-5003,PE,S,1.0,A,2020,05/06/2020,15
ESCINFO,ESCINFO-1764,PB,N,1.0,P,2017,19/02/2018,25
ESCINFO,ESCINFO-7268,PE,N,1.0,P,2020,05/07/2020,15
ESCINFO,ESCINFO-7269,PE,N,2.0,P,2020,05/07/2020,15
ESCINFO,ESCINFO-1363,PE,S,0.0,A,2020,05/07/2020,15
